Time,Energy,w
2023-01-02 10:00:00_B_2,54.609337,1
2023-01-02 17:00:00_B_2,54.699623,1
2023-01-02 20:00:00_B_2,55.738087,1
2023-01-02 21:00:00_B_2,56.28602,1
2023-01-03 08:00:00_B_2,52.39427,1
2023-01-03 16:00:00_B_2,53.670517,1
2023-01-03 19:00:00_B_2,55.838936,1
2023-01-03 22:00:00_B_2,58.172302,1
2023-01-04 11:00:00_B_2,53.385582,1
2023-01-04 12:00:00_B_2,53.391693,1
2023-01-04 17:00:00_B_2,54.919212,1
2023-01-04 23:00:00_B_2,58.072437,1
2023-01-05 00:00:00_B_2,51.24212,1
2023-01-05 06:00:00_B_2,49.66547,1
2023-01-05 10:00:00_B_2,52.23225,1
2023-01-05 20:00:00_B_2,56.022106,1
2023-01-06 03:00:00_B_2,49.83942,1
2023-01-06 04:00:00_B_2,49.676414,1
2023-01-06 19:00:00_B_2,56.76043,1
2023-01-07 06:00:00_B_2,49.77391,1
2023-01-01 08:00:00_B_3,34.617226,1
2023-01-01 15:00:00_B_3,32.276012,1
2023-01-01 17:00:00_B_3,44.12548,1
2023-01-01 18:00:00_B_3,46.832233,1
2023-01-01 22:00:00_B_3,46.02086,1
2023-01-02 00:00:00_B_3,33.434246,1
2023-01-02 02:00:00_B_3,23.205633,1
2023-01-02 03:00:00_B_3,21.448265,1
2023-01-02 04:00:00_B_3,20.930075,1
2023-01-02 09:00:00_B_3,36.64335,1
2023-01-02 11:00:00_B_3,34.22914,1
2023-01-02 15:00:00_B_3,35.48709,1
2023-01-02 16:00:00_B_3,36.1399,1
2023-01-02 22:00:00_B_3,45.940266,1
2023-01-03 04:00:00_B_3,21.646935,1
2023-01-03 05:00:00_B_3,21.18316,1
2023-01-03 08:00:00_B_3,30.51608,1
2023-01-03 20:00:00_B_3,45.800514,1
2023-01-03 22:00:00_B_3,46.711052,1
2023-01-04 00:00:00_B_3,34.54984,1
2023-01-04 03:00:00_B_3,21.614515,1
2023-01-04 05:00:00_B_3,21.217022,1
2023-01-04 09:00:00_B_3,29.952183,1
2023-01-04 13:00:00_B_3,35.44789,1
2023-01-04 17:00:00_B_3,39.84948,1
2023-01-04 20:00:00_B_3,44.453804,1
2023-01-05 02:00:00_B_3,26.772,1
2023-01-05 06:00:00_B_3,21.16125,1
2023-01-05 16:00:00_B_3,34.808434,1
2023-01-05 23:00:00_B_3,46.973106,1
2023-01-06 10:00:00_B_3,35.01895,1
2023-01-06 16:00:00_B_3,35.580517,1
2023-01-06 18:00:00_B_3,45.244865,1
2023-01-01 04:00:00_B_4,17.947199,1
2023-01-01 15:00:00_B_4,24.03694,1
2023-01-01 19:00:00_B_4,25.108877,1
2023-01-02 03:00:00_B_4,17.762007,1
2023-01-02 05:00:00_B_4,18.179688,1
2023-01-02 08:00:00_B_4,23.397688,1
2023-01-02 09:00:00_B_4,23.477224,1
2023-01-02 11:00:00_B_4,23.348343,1
2023-01-02 13:00:00_B_4,23.40641,1
2023-01-02 19:00:00_B_4,25.031412,1
2023-01-03 04:00:00_B_4,17.870958,1
2023-01-03 05:00:00_B_4,18.255621,1
2023-01-03 08:00:00_B_4,23.13427,1
2023-01-03 21:00:00_B_4,24.917803,1
2023-01-04 08:00:00_B_4,21.783531,1
2023-01-04 09:00:00_B_4,23.040928,1
2023-01-05 20:00:00_B_4,25.018583,1
2023-01-05 21:00:00_B_4,24.925531,1
2023-01-06 03:00:00_B_4,17.937689,1
2023-01-06 04:00:00_B_4,17.970512,1
2023-01-06 17:00:00_B_4,24.45432,1
2023-01-06 18:00:00_B_4,24.88751,1
2023-01-06 19:00:00_B_4,25.120592,1
2023-01-07 06:00:00_B_4,18.708128,1
2023-01-02 09:00:00_B_5,22.155838,1
2023-01-02 13:00:00_B_5,21.920845,1
2023-01-02 17:00:00_B_5,21.783497,1
2023-01-02 21:00:00_B_5,21.717175,1
2023-01-03 13:00:00_B_5,21.912203,1
2023-01-03 15:00:00_B_5,21.849676,1
2023-01-03 21:00:00_B_5,21.734224,1
2023-01-03 22:00:00_B_5,21.726269,1
2023-01-04 01:00:00_B_5,21.855963,1
2023-01-04 10:00:00_B_5,22.051636,1
2023-01-04 14:00:00_B_5,21.886381,1
2023-01-04 20:00:00_B_5,21.761972,1
2023-01-05 00:00:00_B_5,21.872496,1
2023-01-05 02:00:00_B_5,22.020235,1
2023-01-05 11:00:00_B_5,22.00059,1
2023-01-05 20:00:00_B_5,21.764763,1
2023-01-05 21:00:00_B_5,21.751587,1
2023-01-06 06:00:00_B_5,22.227812,1
2023-01-06 07:00:00_B_5,22.249327,1
2023-01-06 09:00:00_B_5,22.08161,1
2023-01-06 18:00:00_B_5,21.789818,1
2023-01-06 20:00:00_B_5,21.771948,1
2023-01-07 15:00:00_B_5,21.882715,1
2023-01-01 01:00:00_B_6,24.337149,1
2023-01-01 02:00:00_B_6,24.48184,1
2023-01-01 15:00:00_B_6,25.787683,1
2023-01-02 00:00:00_B_6,24.705488,1
2023-01-02 09:00:00_B_6,27.129759,1
2023-01-02 11:00:00_B_6,25.680563,1
2023-01-03 03:00:00_B_6,22.963972,1
2023-01-03 04:00:00_B_6,24.053223,1
2023-01-03 21:00:00_B_6,27.611807,1
2023-01-04 01:00:00_B_6,24.088282,1
2023-01-04 11:00:00_B_6,25.467669,1
2023-01-04 15:00:00_B_6,26.211308,1
2023-01-05 00:00:00_B_6,25.088604,1
2023-01-05 02:00:00_B_6,24.770369,1
2023-01-05 10:00:00_B_6,26.142471,1
2023-01-05 13:00:00_B_6,25.621769,1
2023-01-05 17:00:00_B_6,26.0574,1
2023-01-05 18:00:00_B_6,27.045053,1
2023-01-05 23:00:00_B_6,27.504639,1
2023-01-06 00:00:00_B_6,23.944347,1
2023-01-06 11:00:00_B_6,26.000689,1
2023-01-07 09:00:00_B_6,26.204016,1
2023-01-01 01:00:00_B_7,47.813618,1
2023-01-01 03:00:00_B_7,47.88375,1
2023-01-01 05:00:00_B_7,48.03279,1
2023-01-01 11:00:00_B_7,49.26802,1
2023-01-01 18:00:00_B_7,50.696823,1
2023-01-01 21:00:00_B_7,50.690475,1
2023-01-02 00:00:00_B_7,48.452553,1
2023-01-02 06:00:00_B_7,48.634586,1
2023-01-02 19:00:00_B_7,50.535835,1
2023-01-03 00:00:00_B_7,48.23307,1
2023-01-03 01:00:00_B_7,48.149925,1
2023-01-03 05:00:00_B_7,48.25221,1
2023-01-03 06:00:00_B_7,48.46649,1
2023-01-03 08:00:00_B_7,48.877472,1
2023-01-03 13:00:00_B_7,50.026115,1
2023-01-03 16:00:00_B_7,50.58696,1
2023-01-03 19:00:00_B_7,50.73371,1
2023-01-04 00:00:00_B_7,48.28614,1
2023-01-04 09:00:00_B_7,49.28676,1
2023-01-04 13:00:00_B_7,50.081936,1
2023-01-04 15:00:00_B_7,50.35122,1
2023-01-04 16:00:00_B_7,50.294224,1
2023-01-04 22:00:00_B_7,50.78137,1
2023-01-04 23:00:00_B_7,50.80142,1
2023-01-05 00:00:00_B_7,48.2624,1
2023-01-05 10:00:00_B_7,49.63494,1
2023-01-05 11:00:00_B_7,49.928555,1
2023-01-05 12:00:00_B_7,50.06978,1
2023-01-05 17:00:00_B_7,50.604004,1
2023-01-05 21:00:00_B_7,50.78725,1
2023-01-05 23:00:00_B_7,50.580696,1
2023-01-06 09:00:00_B_7,49.567184,1
2023-01-06 15:00:00_B_7,50.726257,1
2023-01-01 02:00:00_B_8,29.374914,1
2023-01-01 03:00:00_B_8,29.35769,1
2023-01-01 06:00:00_B_8,29.334536,1
2023-01-01 07:00:00_B_8,29.352606,1
2023-01-01 09:00:00_B_8,29.482573,1
2023-01-01 23:00:00_B_8,30.403687,1
2023-01-02 13:00:00_B_8,30.019745,1
2023-01-02 14:00:00_B_8,30.070135,1
2023-01-02 15:00:00_B_8,30.126167,1
2023-01-03 03:00:00_B_8,29.511621,1
2023-01-03 08:00:00_B_8,29.667913,1
2023-01-03 11:00:00_B_8,30.021902,1
2023-01-03 13:00:00_B_8,30.126741,1
2023-01-04 02:00:00_B_8,29.886053,1
2023-01-04 07:00:00_B_8,29.641678,1
2023-01-04 08:00:00_B_8,29.717476,1
2023-01-04 14:00:00_B_8,30.302004,1
2023-01-04 23:00:00_B_8,30.599773,1
2023-01-05 09:00:00_B_8,29.899515,1
2023-01-05 23:00:00_B_8,30.480963,1
2023-01-06 02:00:00_B_8,29.78016,1
2023-01-06 03:00:00_B_8,29.741602,1
2023-01-06 10:00:00_B_8,30.003197,1
2023-01-06 14:00:00_B_8,30.226885,1
2023-01-06 19:00:00_B_8,30.526161,1
2023-01-06 20:00:00_B_8,30.535767,1
2023-01-06 23:00:00_B_8,30.607592,1
2023-01-07 02:00:00_B_8,29.813786,1
2023-01-07 05:00:00_B_8,29.759714,1
2023-01-01 01:00:00_B_9,16.33132,1
2023-01-01 08:00:00_B_9,16.640816,1
2023-01-01 09:00:00_B_9,16.694782,1
2023-01-01 19:00:00_B_9,16.964233,1
2023-01-01 21:00:00_B_9,16.974735,1
2023-01-01 22:00:00_B_9,16.9768,1
2023-01-02 07:00:00_B_9,16.598806,1
2023-01-02 08:00:00_B_9,16.655018,1
2023-01-02 12:00:00_B_9,16.853065,1
2023-01-03 01:00:00_B_9,16.34741,1
2023-01-03 15:00:00_B_9,16.955406,1
2023-01-03 18:00:00_B_9,17.013578,1
2023-01-03 21:00:00_B_9,17.044586,1
2023-01-03 23:00:00_B_9,17.06034,1
2023-01-04 07:00:00_B_9,16.616896,1
2023-01-04 08:00:00_B_9,16.672924,1
2023-01-04 09:00:00_B_9,16.728418,1
2023-01-04 11:00:00_B_9,16.83322,1
2023-01-04 15:00:00_B_9,16.97067,1
2023-01-05 07:00:00_B_9,16.62528,1
2023-01-05 10:00:00_B_9,16.793049,1
2023-01-05 12:00:00_B_9,16.88621,1
2023-01-05 18:00:00_B_9,17.075262,1
2023-01-06 05:00:00_B_9,8.957865,1
2023-01-06 12:00:00_B_9,16.911364,1
2023-01-06 13:00:00_B_9,16.952765,1
2023-01-01 03:00:00_B_10,30.140162,1
2023-01-01 08:00:00_B_10,30.50591,1
2023-01-01 13:00:00_B_10,31.14603,1
2023-01-01 20:00:00_B_10,30.840868,1
2023-01-01 21:00:00_B_10,30.768223,1
2023-01-03 07:00:00_B_10,30.401785,1
2023-01-03 14:00:00_B_10,31.284666,1
2023-01-03 20:00:00_B_10,30.90236,1
2023-01-03 22:00:00_B_10,30.714632,1
2023-01-03 23:00:00_B_10,30.627035,1
2023-01-04 06:00:00_B_10,30.345842,1
2023-01-04 11:00:00_B_10,31.011791,1
2023-01-04 15:00:00_B_10,31.322748,1
2023-01-04 16:00:00_B_10,31.430063,1
2023-01-04 17:00:00_B_10,31.194262,1
2023-01-04 21:00:00_B_10,30.83528,1
2023-01-05 02:00:00_B_10,30.178417,1
2023-01-05 05:00:00_B_10,30.326406,1
2023-01-05 06:00:00_B_10,30.367397,1
2023-01-05 09:00:00_B_10,30.615526,1
2023-01-05 19:00:00_B_10,30.987844,1
2023-01-05 22:00:00_B_10,30.728943,1
2023-01-05 23:00:00_B_10,30.64478,1
2023-01-06 11:00:00_B_10,30.931376,1
2023-01-06 14:00:00_B_10,31.281816,1
2023-01-06 17:00:00_B_10,31.178957,1
2023-01-07 23:00:00_B_10,30.552078,1
2023-01-01 02:00:00_B_11,8.685317,1
2023-01-01 04:00:00_B_11,8.69333,1
2023-01-01 08:00:00_B_11,16.23711,1
2023-01-01 09:00:00_B_11,16.243322,1
2023-01-01 11:00:00_B_11,16.244219,1
2023-01-01 15:00:00_B_11,16.222153,1
2023-01-01 19:00:00_B_11,16.18909,1
2023-01-01 21:00:00_B_11,16.1788,1
2023-01-02 04:00:00_B_11,8.679841,1
2023-01-02 05:00:00_B_11,8.684076,1
2023-01-02 14:00:00_B_11,16.224281,1
2023-01-02 21:00:00_B_11,16.17397,1
2023-01-02 22:00:00_B_11,16.172405,1
2023-01-03 00:00:00_B_11,9.4884815,1
2023-01-03 03:00:00_B_11,8.669886,1
2023-01-03 04:00:00_B_11,8.654169,1
2023-01-03 09:00:00_B_11,16.236975,1
2023-01-03 12:00:00_B_11,16.225157,1
2023-01-03 13:00:00_B_11,16.219778,1
2023-01-03 14:00:00_B_11,16.216928,1
2023-01-03 18:00:00_B_11,16.187925,1
2023-01-03 22:00:00_B_11,16.167755,1
2023-01-03 23:00:00_B_11,16.174269,1
2023-01-04 05:00:00_B_11,8.649612,1
2023-01-04 07:00:00_B_11,16.223816,1
2023-01-04 16:00:00_B_11,16.19748,1
2023-01-04 19:00:00_B_11,16.180307,1
2023-01-05 16:00:00_B_11,16.20102,1
2023-01-05 17:00:00_B_11,16.196722,1
2023-01-06 14:00:00_B_11,16.21431,1
2023-01-06 21:00:00_B_11,16.211367,1
2023-01-07 19:00:00_B_11,16.22186,1
2023-01-01 05:00:00_B_12,8.615815,1
2023-01-01 06:00:00_B_12,8.637857,1
2023-01-01 22:00:00_B_12,16.319832,1
2023-01-02 05:00:00_B_12,8.624109,1
2023-01-02 06:00:00_B_12,8.644319,1
2023-01-03 04:00:00_B_12,8.610465,1
2023-01-03 06:00:00_B_12,8.651761,1
2023-01-03 07:00:00_B_12,16.19789,1
2023-01-03 14:00:00_B_12,16.272966,1
2023-01-03 17:00:00_B_12,16.298695,1
2023-01-03 20:00:00_B_12,16.321045,1
2023-01-04 01:00:00_B_12,16.358908,1
2023-01-04 12:00:00_B_12,16.27171,1
2023-01-04 21:00:00_B_12,16.337553,1
2023-01-05 06:00:00_B_12,8.669337,1
2023-01-05 09:00:00_B_12,16.271818,1
2023-01-05 12:00:00_B_12,16.29171,1
2023-01-06 01:00:00_B_12,16.351332,1
2023-01-06 02:00:00_B_12,8.618785,1
2023-01-06 06:00:00_B_12,8.679422,1
2023-01-06 11:00:00_B_12,16.304235,1
2023-01-06 16:00:00_B_12,16.336138,1
2023-01-06 19:00:00_B_12,16.355093,1
2023-01-06 22:00:00_B_12,16.392307,1
2023-01-07 02:00:00_B_12,8.635993,1
2023-01-07 23:00:00_B_12,16.446646,1
2023-01-01 01:00:00_B_13,9.393629,5
2023-01-01 02:00:00_B_13,9.4082985,5
2023-01-01 03:00:00_B_13,9.435784,5
2023-01-01 04:00:00_B_13,9.536921,5
2023-01-01 05:00:00_B_13,9.997465,5
2023-01-01 06:00:00_B_13,10.610643,5
2023-01-01 07:00:00_B_13,11.291903,5
2023-01-01 08:00:00_B_13,11.805082,5
2023-01-01 09:00:00_B_13,12.221507,5
2023-01-01 10:00:00_B_13,12.453056,5
2023-01-01 11:00:00_B_13,12.753641,5
2023-01-01 12:00:00_B_13,13.227785,5
2023-01-01 13:00:00_B_13,14.895845,5
2023-01-01 14:00:00_B_13,17.412418,5
2023-01-01 15:00:00_B_13,17.34302,5
2023-01-01 16:00:00_B_13,17.435015,5
2023-01-01 17:00:00_B_13,17.523619,5
2023-01-01 18:00:00_B_13,17.585793,5
2023-01-01 19:00:00_B_13,17.624294,5
2023-01-01 20:00:00_B_13,17.65531,5
2023-01-01 21:00:00_B_13,17.61534,5
2023-01-01 22:00:00_B_13,17.680489,5
2023-01-01 23:00:00_B_13,17.703709,5
2023-01-02 00:00:00_B_13,9.76571,5
2023-01-02 01:00:00_B_13,9.86252,5
2023-01-02 02:00:00_B_13,10.037417,5
2023-01-02 03:00:00_B_13,10.298749,5
2023-01-02 04:00:00_B_13,10.671117,5
2023-01-02 05:00:00_B_13,11.160847,5
2023-01-02 06:00:00_B_13,11.552031,5
2023-01-02 07:00:00_B_13,11.965878,5
2023-01-02 08:00:00_B_13,12.214137,5
2023-01-02 09:00:00_B_13,12.397864,5
2023-01-02 10:00:00_B_13,12.646874,5
2023-01-02 11:00:00_B_13,13.05801,5
2023-01-02 12:00:00_B_13,13.573594,5
2023-01-02 13:00:00_B_13,16.973423,5
2023-01-02 14:00:00_B_13,17.246284,5
2023-01-02 15:00:00_B_13,17.28745,5
2023-01-02 16:00:00_B_13,17.38518,5
2023-01-02 17:00:00_B_13,17.479347,5
2023-01-02 18:00:00_B_13,17.545906,5
2023-01-02 19:00:00_B_13,17.575502,5
2023-01-02 20:00:00_B_13,17.611877,5
2023-01-02 21:00:00_B_13,17.625908,5
2023-01-02 22:00:00_B_13,17.602854,5
2023-01-02 23:00:00_B_13,17.651102,5
2023-01-03 00:00:00_B_13,10.455423,5
2023-01-03 01:00:00_B_13,10.604515,5
2023-01-03 02:00:00_B_13,10.7938595,5
2023-01-03 03:00:00_B_13,11.049905,5
2023-01-03 04:00:00_B_13,11.338203,5
2023-01-03 05:00:00_B_13,11.648403,5
2023-01-03 06:00:00_B_13,11.962488,5
2023-01-03 07:00:00_B_13,12.162813,5
2023-01-03 08:00:00_B_13,12.321862,5
2023-01-03 09:00:00_B_13,12.4889,5
2023-01-03 10:00:00_B_13,12.806271,5
2023-01-03 11:00:00_B_13,13.296827,5
2023-01-03 12:00:00_B_13,14.492854,5
2023-01-03 13:00:00_B_13,17.243479,5
2023-01-03 14:00:00_B_13,17.212215,5
2023-01-03 15:00:00_B_13,17.321436,5
2023-01-03 16:00:00_B_13,17.422884,5
2023-01-03 17:00:00_B_13,17.514654,5
2023-01-03 18:00:00_B_13,17.596855,5
2023-01-03 19:00:00_B_13,17.657015,5
2023-01-03 20:00:00_B_13,17.684114,5
2023-01-03 21:00:00_B_13,17.70823,5
2023-01-03 22:00:00_B_13,17.714914,5
2023-01-03 23:00:00_B_13,17.771431,5
2023-01-04 00:00:00_B_13,10.750891,5
2023-01-04 01:00:00_B_13,10.755447,5
2023-01-04 02:00:00_B_13,10.968193,5
2023-01-04 03:00:00_B_13,11.116938,5
2023-01-04 04:00:00_B_13,11.478174,5
2023-01-04 05:00:00_B_13,11.82818,5
2023-01-04 06:00:00_B_13,12.039459,5
2023-01-04 07:00:00_B_13,12.122343,5
2023-01-04 08:00:00_B_13,12.346802,5
2023-01-04 09:00:00_B_13,12.557775,5
2023-01-04 10:00:00_B_13,12.963354,5
2023-01-04 11:00:00_B_13,13.850451,5
2023-01-04 12:00:00_B_13,17.269583,5
2023-01-04 13:00:00_B_13,17.127266,5
2023-01-04 14:00:00_B_13,17.274244,5
2023-01-04 15:00:00_B_13,17.411144,5
2023-01-04 16:00:00_B_13,17.510818,5
2023-01-04 17:00:00_B_13,17.575787,5
2023-01-04 18:00:00_B_13,17.690992,5
2023-01-04 19:00:00_B_13,17.759916,5
2023-01-04 21:00:00_B_13,17.720945,5
2023-01-04 23:00:00_B_13,17.600847,5
2023-01-05 00:00:00_B_13,10.898891,5
2023-01-05 02:00:00_B_13,11.201578,5
2023-01-05 03:00:00_B_13,11.380989,5
2023-01-05 04:00:00_B_13,11.757797,5
2023-01-05 05:00:00_B_13,11.953777,5
2023-01-05 06:00:00_B_13,12.107581,5
2023-01-05 07:00:00_B_13,12.230982,5
2023-01-05 08:00:00_B_13,12.3515005,5
2023-01-05 09:00:00_B_13,12.625121,5
2023-01-05 10:00:00_B_13,13.230768,5
2023-01-05 11:00:00_B_13,17.274797,5
2023-01-05 12:00:00_B_13,17.141352,5
2023-01-05 13:00:00_B_13,17.216862,5
2023-01-05 16:00:00_B_13,17.590567,5
2023-01-05 17:00:00_B_13,17.731674,5
2023-01-05 18:00:00_B_13,17.82735,5
2023-01-05 19:00:00_B_13,17.890833,5
2023-01-05 22:00:00_B_13,17.973171,5
2023-01-05 23:00:00_B_13,17.985939,5
2023-01-06 00:00:00_B_13,11.010265,5
2023-01-06 01:00:00_B_13,11.159563,5
2023-01-06 02:00:00_B_13,11.403634,5
2023-01-06 03:00:00_B_13,11.6699,5
2023-01-06 04:00:00_B_13,11.854872,5
2023-01-06 05:00:00_B_13,12.011443,5
2023-01-06 06:00:00_B_13,12.132165,5
2023-01-06 08:00:00_B_13,12.434259,5
2023-01-06 09:00:00_B_13,12.891426,5
2023-01-06 10:00:00_B_13,17.36253,5
2023-01-06 11:00:00_B_13,17.185452,5
2023-01-06 12:00:00_B_13,17.22951,5
2023-01-06 13:00:00_B_13,17.323997,5
2023-01-06 14:00:00_B_13,17.445972,5
2023-01-06 16:00:00_B_13,17.728525,5
2023-01-06 17:00:00_B_13,17.84055,5
2023-01-06 18:00:00_B_13,17.91125,5
2023-01-06 19:00:00_B_13,17.948706,5
2023-01-06 20:00:00_B_13,17.981121,5
2023-01-06 21:00:00_B_13,17.826643,5
2023-01-06 22:00:00_B_13,17.814394,5
2023-01-06 23:00:00_B_13,17.760073,5
2023-01-07 02:00:00_B_13,11.657957,5
2023-01-07 05:00:00_B_13,12.085062,5
2023-01-07 09:00:00_B_13,17.168526,5
2023-01-07 12:00:00_B_13,17.369844,5
2023-01-07 14:00:00_B_13,17.60975,5
2023-01-07 15:00:00_B_13,17.720587,5
2023-01-07 19:00:00_B_13,18.002317,5
2023-01-07 23:00:00_B_13,18.032288,5
2023-01-01 07:00:00_B_14,16.187796,1
2023-01-01 11:00:00_B_14,16.53083,1
2023-01-01 17:00:00_B_14,17.525177,1
2023-01-01 22:00:00_B_14,17.662127,1
2023-01-02 03:00:00_B_14,16.066479,1
2023-01-02 07:00:00_B_14,16.218796,1
2023-01-03 01:00:00_B_14,16.112316,1
2023-01-03 07:00:00_B_14,16.237793,1
2023-01-03 09:00:00_B_14,16.456495,1
2023-01-03 11:00:00_B_14,16.734777,1
2023-01-03 15:00:00_B_14,17.042868,1
2023-01-03 18:00:00_B_14,17.76052,1
2023-01-03 23:00:00_B_14,18.334206,1
2023-01-04 10:00:00_B_14,16.664066,1
2023-01-04 11:00:00_B_14,16.78996,1
2023-01-04 16:00:00_B_14,17.960371,1
2023-01-04 17:00:00_B_14,17.907228,1
2023-01-04 18:00:00_B_14,17.38299,1
2023-01-04 19:00:00_B_14,17.38919,1
2023-01-04 21:00:00_B_14,17.626244,1
2023-01-05 03:00:00_B_14,16.163166,1
2023-01-05 05:00:00_B_14,16.212528,1
2023-01-05 06:00:00_B_14,16.264807,1
2023-01-05 12:00:00_B_14,16.955399,1
2023-01-05 16:00:00_B_14,17.201183,1
2023-01-05 17:00:00_B_14,17.723753,1
2023-01-05 22:00:00_B_14,18.013536,1
2023-01-06 06:00:00_B_14,16.307186,1
2023-01-06 23:00:00_B_14,17.818102,1
2023-01-07 02:00:00_B_14,16.202715,1
2023-01-07 12:00:00_B_14,17.060225,1
2023-01-07 15:00:00_B_14,17.386087,1
2023-01-01 04:00:00_B_15,16.68174,1
2023-01-01 05:00:00_B_15,16.727125,1
2023-01-01 09:00:00_B_15,16.85961,1
2023-01-01 11:00:00_B_15,16.886885,1
2023-01-01 17:00:00_B_15,16.915539,1
2023-01-01 21:00:00_B_15,16.891247,1
2023-01-01 23:00:00_B_15,16.89094,1
2023-01-02 00:00:00_B_15,16.559826,1
2023-01-02 01:00:00_B_15,16.586357,1
2023-01-02 02:00:00_B_15,16.61701,1
2023-01-02 09:00:00_B_15,16.864714,1
2023-01-02 10:00:00_B_15,16.882744,1
2023-01-02 11:00:00_B_15,16.894878,1
2023-01-02 12:00:00_B_15,16.90561,1
2023-01-02 16:00:00_B_15,16.931648,1
2023-01-02 19:00:00_B_15,16.926481,1
2023-01-02 20:00:00_B_15,16.915424,1
2023-01-02 21:00:00_B_15,16.912277,1
2023-01-03 01:00:00_B_15,16.60515,1
2023-01-03 11:00:00_B_15,16.9064,1
2023-01-03 13:00:00_B_15,16.930613,1
2023-01-04 09:00:00_B_15,16.879692,1
2023-01-04 16:00:00_B_15,16.960073,1
2023-01-04 21:00:00_B_15,16.956278,1
2023-01-05 05:00:00_B_15,16.7714,1
2023-01-05 06:00:00_B_15,16.8009,1
2023-01-06 02:00:00_B_15,16.705702,1
2023-01-06 08:00:00_B_15,16.875202,1
2023-01-06 11:00:00_B_15,16.941444,1
2023-01-06 20:00:00_B_15,17.015738,1
2023-01-07 02:00:00_B_15,16.734821,1
2023-01-07 12:00:00_B_15,16.983746,1
2023-01-01 03:00:00_B_16,30.897247,1
2023-01-01 11:00:00_B_16,31.51414,1
2023-01-01 13:00:00_B_16,31.581697,1
2023-01-01 15:00:00_B_16,32.081623,1
2023-01-02 00:00:00_B_16,31.099861,1
2023-01-02 02:00:00_B_16,31.049578,1
2023-01-02 17:00:00_B_16,31.66649,1
2023-01-02 20:00:00_B_16,31.527176,1
2023-01-03 09:00:00_B_16,31.561514,1
2023-01-03 16:00:00_B_16,32.164368,1
2023-01-03 22:00:00_B_16,31.57363,1
2023-01-04 03:00:00_B_16,30.992634,1
2023-01-04 14:00:00_B_16,32.873917,1
2023-01-04 23:00:00_B_16,31.893831,1
2023-01-05 02:00:00_B_16,30.939333,1
2023-01-05 04:00:00_B_16,30.976957,1
2023-01-05 17:00:00_B_16,31.89266,1
2023-01-06 03:00:00_B_16,30.946508,1
2023-01-06 09:00:00_B_16,31.703001,1
2023-01-07 09:00:00_B_16,31.754753,1
2023-01-01 02:00:00_B_17,38.480522,1
2023-01-01 03:00:00_B_17,36.865757,1
2023-01-01 05:00:00_B_17,36.096977,1
2023-01-01 08:00:00_B_17,38.516693,1
2023-01-01 11:00:00_B_17,44.577415,1
2023-01-01 15:00:00_B_17,44.06182,1
2023-01-01 19:00:00_B_17,51.172905,1
2023-01-02 03:00:00_B_17,35.755318,1
2023-01-02 08:00:00_B_17,40.914818,1
