Time,Energy,w
2023-01-02 04:00:00_B_3,21.242939,1
2023-01-02 09:00:00_B_3,40.30031,1
2023-01-02 11:00:00_B_3,36.45098,1
2023-01-02 15:00:00_B_3,37.261097,1
2023-01-02 16:00:00_B_3,38.037926,1
2023-01-02 22:00:00_B_3,45.623096,1
2023-01-03 04:00:00_B_3,21.694082,1
2023-01-03 05:00:00_B_3,21.305231,1
2023-01-03 08:00:00_B_3,32.25691,1
2023-01-03 20:00:00_B_3,45.325714,1
2023-01-03 22:00:00_B_3,46.30181,1
2023-01-04 00:00:00_B_3,36.15705,1
2023-01-04 03:00:00_B_3,21.683867,1
2023-01-04 05:00:00_B_3,21.200737,1
2023-01-04 09:00:00_B_3,32.261868,1
2023-01-04 13:00:00_B_3,39.132133,1
2023-01-04 17:00:00_B_3,42.019802,1
2023-01-04 20:00:00_B_3,44.8183,1
2023-01-05 02:00:00_B_3,29.334505,1
2023-01-05 06:00:00_B_3,21.010143,1
2023-01-05 16:00:00_B_3,36.946827,1
2023-01-05 23:00:00_B_3,46.626644,1
2023-01-06 10:00:00_B_3,38.27687,1
2023-01-06 16:00:00_B_3,37.490494,1
2023-01-06 18:00:00_B_3,45.258587,1
2023-01-01 04:00:00_B_4,17.203157,1
2023-01-01 15:00:00_B_4,22.649233,1
2023-01-01 19:00:00_B_4,23.93405,1
2023-01-02 03:00:00_B_4,17.199196,1
2023-01-02 05:00:00_B_4,17.329172,1
2023-01-02 08:00:00_B_4,21.981096,1
2023-01-02 09:00:00_B_4,22.354263,1
2023-01-02 11:00:00_B_4,21.901731,1
2023-01-02 13:00:00_B_4,22.086992,1
2023-01-02 19:00:00_B_4,23.90056,1
2023-01-03 04:00:00_B_4,17.265907,1
2023-01-03 05:00:00_B_4,17.42575,1
2023-01-03 08:00:00_B_4,19.828615,1
2023-01-03 21:00:00_B_4,23.987017,1
2023-01-04 08:00:00_B_4,18.492743,1
2023-01-04 09:00:00_B_4,19.852745,1
2023-01-05 20:00:00_B_4,24.32221,1
2023-01-05 21:00:00_B_4,24.096754,1
2023-01-06 03:00:00_B_4,17.285852,1
2023-01-06 04:00:00_B_4,17.294863,1
2023-01-06 17:00:00_B_4,23.04522,1
2023-01-06 18:00:00_B_4,23.794436,1
2023-01-06 19:00:00_B_4,24.487646,1
2023-01-07 06:00:00_B_4,17.573662,1
2023-01-02 09:00:00_B_5,21.132196,1
2023-01-02 13:00:00_B_5,21.266195,1
2023-01-02 17:00:00_B_5,21.50957,1
2023-01-02 21:00:00_B_5,21.67189,1
2023-01-03 13:00:00_B_5,21.298029,1
2023-01-03 15:00:00_B_5,21.425993,1
2023-01-03 21:00:00_B_5,21.68027,1
2023-01-03 22:00:00_B_5,21.677118,1
2023-01-04 01:00:00_B_5,20.967836,1
2023-01-04 10:00:00_B_5,21.16965,1
2023-01-04 14:00:00_B_5,21.40324,1
2023-01-04 20:00:00_B_5,21.76703,1
2023-01-05 00:00:00_B_5,20.99455,1
2023-01-05 02:00:00_B_5,21.099337,1
2023-01-05 11:00:00_B_5,21.249819,1
2023-01-05 20:00:00_B_5,21.73428,1
2023-01-05 21:00:00_B_5,21.74888,1
2023-01-06 06:00:00_B_5,21.086899,1
2023-01-06 07:00:00_B_5,21.137194,1
2023-01-06 09:00:00_B_5,21.213537,1
2023-01-06 18:00:00_B_5,21.679348,1
2023-01-06 20:00:00_B_5,21.78472,1
2023-01-07 15:00:00_B_5,21.526314,1
2023-01-01 01:00:00_B_6,22.856447,1
2023-01-01 02:00:00_B_6,23.128935,1
2023-01-01 15:00:00_B_6,25.47879,1
2023-01-02 00:00:00_B_6,23.504427,1
2023-01-02 09:00:00_B_6,26.898996,1
2023-01-02 11:00:00_B_6,25.861334,1
2023-01-03 03:00:00_B_6,21.705965,1
2023-01-03 04:00:00_B_6,22.50847,1
2023-01-03 21:00:00_B_6,27.340506,1
2023-01-04 01:00:00_B_6,22.630074,1
2023-01-04 11:00:00_B_6,25.446463,1
2023-01-04 15:00:00_B_6,26.364252,1
2023-01-05 00:00:00_B_6,24.068174,1
2023-01-05 02:00:00_B_6,23.686565,1
2023-01-05 10:00:00_B_6,26.521986,1
2023-01-05 13:00:00_B_6,25.802092,1
2023-01-05 17:00:00_B_6,26.059793,1
2023-01-05 18:00:00_B_6,27.415936,1
2023-01-05 23:00:00_B_6,27.440838,1
2023-01-06 00:00:00_B_6,22.280474,1
2023-01-06 11:00:00_B_6,26.537218,1
2023-01-07 09:00:00_B_6,26.74172,1
2023-01-01 01:00:00_B_7,48.095512,1
2023-01-01 03:00:00_B_7,48.776905,1
2023-01-01 05:00:00_B_7,48.957188,1
2023-01-01 11:00:00_B_7,49.46436,1
2023-01-01 18:00:00_B_7,49.18407,1
2023-01-01 21:00:00_B_7,49.454758,1
2023-01-02 00:00:00_B_7,48.147312,1
2023-01-02 06:00:00_B_7,49.191643,1
2023-01-02 19:00:00_B_7,50.21702,1
2023-01-03 00:00:00_B_7,47.712727,1
2023-01-03 01:00:00_B_7,47.63077,1
2023-01-03 05:00:00_B_7,48.90022,1
2023-01-03 06:00:00_B_7,49.170982,1
2023-01-03 08:00:00_B_7,49.24612,1
2023-01-03 13:00:00_B_7,49.508762,1
2023-01-03 16:00:00_B_7,49.29449,1
2023-01-03 19:00:00_B_7,49.466587,1
2023-01-04 00:00:00_B_7,47.357273,1
2023-01-04 09:00:00_B_7,49.3418,1
2023-01-04 13:00:00_B_7,49.53844,1
2023-01-04 15:00:00_B_7,49.63036,1
2023-01-04 16:00:00_B_7,49.860783,1
2023-01-04 22:00:00_B_7,49.053978,1
2023-01-04 23:00:00_B_7,49.333138,1
2023-01-05 00:00:00_B_7,47.856068,1
2023-01-05 10:00:00_B_7,49.435375,1
2023-01-05 11:00:00_B_7,49.32777,1
2023-01-05 12:00:00_B_7,49.4111,1
2023-01-05 17:00:00_B_7,49.504295,1
2023-01-05 21:00:00_B_7,48.856213,1
2023-01-05 23:00:00_B_7,50.354218,1
2023-01-06 09:00:00_B_7,49.29466,1
2023-01-06 15:00:00_B_7,48.915855,1
2023-01-01 02:00:00_B_8,29.746439,1
2023-01-01 03:00:00_B_8,29.822115,1
2023-01-01 06:00:00_B_8,30.085436,1
2023-01-01 07:00:00_B_8,30.122547,1
2023-01-01 09:00:00_B_8,30.148092,1
2023-01-01 23:00:00_B_8,30.375645,1
2023-01-02 13:00:00_B_8,30.417362,1
2023-01-02 14:00:00_B_8,30.410576,1
2023-01-02 15:00:00_B_8,30.412226,1
2023-01-03 03:00:00_B_8,29.967571,1
2023-01-03 08:00:00_B_8,30.338717,1
2023-01-03 11:00:00_B_8,30.436934,1
2023-01-03 13:00:00_B_8,30.405664,1
2023-01-04 02:00:00_B_8,30.642347,1
2023-01-04 07:00:00_B_8,30.33511,1
2023-01-04 08:00:00_B_8,30.396585,1
2023-01-04 14:00:00_B_8,30.596771,1
2023-01-04 23:00:00_B_8,30.626951,1
2023-01-05 09:00:00_B_8,30.533659,1
2023-01-05 23:00:00_B_8,30.467657,1
2023-01-06 02:00:00_B_8,30.055113,1
2023-01-06 03:00:00_B_8,30.067303,1
2023-01-06 10:00:00_B_8,30.55986,1
2023-01-06 14:00:00_B_8,30.466915,1
2023-01-06 19:00:00_B_8,30.44221,1
2023-01-06 20:00:00_B_8,30.44499,1
2023-01-06 23:00:00_B_8,30.594288,1
2023-01-07 02:00:00_B_8,30.110817,1
2023-01-07 05:00:00_B_8,30.187254,1
2023-01-01 01:00:00_B_9,15.964795,1
2023-01-01 08:00:00_B_9,16.50994,1
2023-01-01 09:00:00_B_9,16.578354,1
2023-01-01 19:00:00_B_9,16.776693,1
2023-01-01 21:00:00_B_9,16.774124,1
2023-01-01 22:00:00_B_9,16.770834,1
2023-01-02 07:00:00_B_9,16.472372,1
2023-01-02 08:00:00_B_9,16.533972,1
2023-01-02 12:00:00_B_9,16.739986,1
2023-01-03 01:00:00_B_9,16.196554,1
2023-01-03 15:00:00_B_9,16.759415,1
2023-01-03 18:00:00_B_9,16.765167,1
2023-01-03 21:00:00_B_9,16.768126,1
2023-01-03 23:00:00_B_9,16.766672,1
2023-01-04 07:00:00_B_9,16.53548,1
2023-01-04 08:00:00_B_9,16.574991,1
2023-01-04 09:00:00_B_9,16.624115,1
2023-01-04 11:00:00_B_9,16.745073,1
2023-01-04 15:00:00_B_9,16.756767,1
2023-01-05 07:00:00_B_9,16.555073,1
2023-01-05 10:00:00_B_9,16.679491,1
2023-01-05 12:00:00_B_9,16.74541,1
2023-01-05 18:00:00_B_9,16.772594,1
2023-01-06 05:00:00_B_9,8.921438,1
2023-01-06 12:00:00_B_9,16.732203,1
2023-01-06 13:00:00_B_9,16.75397,1
2023-01-01 03:00:00_B_10,30.706411,1
2023-01-01 08:00:00_B_10,30.898031,1
2023-01-01 13:00:00_B_10,31.321316,1
2023-01-01 20:00:00_B_10,31.410147,1
2023-01-01 21:00:00_B_10,31.35248,1
2023-01-03 07:00:00_B_10,30.848196,1
2023-01-03 14:00:00_B_10,31.415895,1
2023-01-03 20:00:00_B_10,31.366585,1
2023-01-03 22:00:00_B_10,31.17999,1
2023-01-03 23:00:00_B_10,31.016582,1
2023-01-04 06:00:00_B_10,30.769833,1
2023-01-04 11:00:00_B_10,31.32602,1
2023-01-04 15:00:00_B_10,31.438824,1
2023-01-04 16:00:00_B_10,31.456724,1
2023-01-04 17:00:00_B_10,31.447454,1
2023-01-04 21:00:00_B_10,31.280073,1
2023-01-05 02:00:00_B_10,30.669107,1
2023-01-05 05:00:00_B_10,30.727913,1
2023-01-05 06:00:00_B_10,30.777042,1
2023-01-05 09:00:00_B_10,31.107725,1
2023-01-05 19:00:00_B_10,31.359123,1
2023-01-05 22:00:00_B_10,31.088636,1
2023-01-05 23:00:00_B_10,30.720064,1
2023-01-06 11:00:00_B_10,31.279924,1
2023-01-06 14:00:00_B_10,31.397432,1
2023-01-06 17:00:00_B_10,31.413279,1
2023-01-07 23:00:00_B_10,30.665287,1
2023-01-01 02:00:00_B_11,8.498045,1
2023-01-01 04:00:00_B_11,8.512334,1
2023-01-01 08:00:00_B_11,16.265038,1
2023-01-01 09:00:00_B_11,16.352575,1
2023-01-01 11:00:00_B_11,16.45868,1
2023-01-01 15:00:00_B_11,16.464474,1
2023-01-01 19:00:00_B_11,16.449036,1
2023-01-01 21:00:00_B_11,16.447102,1
2023-01-02 04:00:00_B_11,8.505358,1
2023-01-02 05:00:00_B_11,8.507987,1
2023-01-02 14:00:00_B_11,16.475311,1
2023-01-02 21:00:00_B_11,16.45505,1
2023-01-02 22:00:00_B_11,16.438923,1
2023-01-03 00:00:00_B_11,13.005378,1
2023-01-03 03:00:00_B_11,8.492755,1
2023-01-03 04:00:00_B_11,8.497703,1
2023-01-03 09:00:00_B_11,16.351723,1
2023-01-03 12:00:00_B_11,16.488861,1
2023-01-03 13:00:00_B_11,16.481997,1
2023-01-03 14:00:00_B_11,16.47987,1
2023-01-03 18:00:00_B_11,16.472242,1
2023-01-03 22:00:00_B_11,16.435226,1
2023-01-03 23:00:00_B_11,16.388517,1
2023-01-04 05:00:00_B_11,8.490692,1
2023-01-04 07:00:00_B_11,16.021189,1
2023-01-04 16:00:00_B_11,16.486229,1
2023-01-04 19:00:00_B_11,16.476751,1
2023-01-05 16:00:00_B_11,16.487957,1
2023-01-05 17:00:00_B_11,16.485409,1
2023-01-06 14:00:00_B_11,16.481997,1
2023-01-06 21:00:00_B_11,16.478582,1
2023-01-07 19:00:00_B_11,16.484034,1
2023-01-01 05:00:00_B_12,8.409184,1
2023-01-01 06:00:00_B_12,8.422598,1
2023-01-01 22:00:00_B_12,16.080904,1
2023-01-02 05:00:00_B_12,8.413557,1
2023-01-02 06:00:00_B_12,8.427875,1
2023-01-03 04:00:00_B_12,8.406021,1
2023-01-03 06:00:00_B_12,8.438298,1
2023-01-03 07:00:00_B_12,15.934276,1
2023-01-03 14:00:00_B_12,16.152136,1
2023-01-03 17:00:00_B_12,16.161194,1
2023-01-03 20:00:00_B_12,16.145584,1
2023-01-04 01:00:00_B_12,14.872156,1
2023-01-04 12:00:00_B_12,16.151537,1
2023-01-04 21:00:00_B_12,16.145472,1
2023-01-05 06:00:00_B_12,8.483526,1
2023-01-05 09:00:00_B_12,16.123133,1
2023-01-05 12:00:00_B_12,16.166193,1
2023-01-06 01:00:00_B_12,15.157181,1
2023-01-06 02:00:00_B_12,8.430544,1
2023-01-06 06:00:00_B_12,8.509397,1
2023-01-06 11:00:00_B_12,16.176506,1
2023-01-06 16:00:00_B_12,16.197306,1
2023-01-06 19:00:00_B_12,16.192764,1
2023-01-06 22:00:00_B_12,16.128487,1
2023-01-07 02:00:00_B_12,8.451717,1
2023-01-07 23:00:00_B_12,16.110174,1
2023-01-01 01:00:00_B_13,11.912095,5
2023-01-01 02:00:00_B_13,12.247582,5
2023-01-01 03:00:00_B_13,12.48453,5
2023-01-01 04:00:00_B_13,12.741436,5
2023-01-01 05:00:00_B_13,12.970353,5
2023-01-01 06:00:00_B_13,13.105348,5
2023-01-01 07:00:00_B_13,13.215523,5
2023-01-01 08:00:00_B_13,13.306312,5
2023-01-01 09:00:00_B_13,13.396268,5
2023-01-01 10:00:00_B_13,13.534226,5
2023-01-01 11:00:00_B_13,13.839016,5
2023-01-01 12:00:00_B_13,14.100792,5
2023-01-01 13:00:00_B_13,14.492869,5
2023-01-01 14:00:00_B_13,15.200244,5
2023-01-01 15:00:00_B_13,15.5806,5
2023-01-01 16:00:00_B_13,15.819671,5
2023-01-01 17:00:00_B_13,16.042717,5
2023-01-01 18:00:00_B_13,16.316008,5
2023-01-01 19:00:00_B_13,16.598427,5
2023-01-01 20:00:00_B_13,16.804668,5
2023-01-01 21:00:00_B_13,17.029846,5
2023-01-01 22:00:00_B_13,17.117338,5
2023-01-01 23:00:00_B_13,17.214523,5
2023-01-02 00:00:00_B_13,11.979915,5
2023-01-02 01:00:00_B_13,12.296229,5
2023-01-02 02:00:00_B_13,12.516248,5
2023-01-02 03:00:00_B_13,12.759074,5
2023-01-02 04:00:00_B_13,12.990308,5
2023-01-02 05:00:00_B_13,13.126171,5
2023-01-02 06:00:00_B_13,13.23186,5
2023-01-02 07:00:00_B_13,13.313911,5
2023-01-02 08:00:00_B_13,13.384067,5
2023-01-02 09:00:00_B_13,13.455569,5
2023-01-02 10:00:00_B_13,13.641572,5
2023-01-02 11:00:00_B_13,13.888814,5
2023-01-02 12:00:00_B_13,14.14302,5
2023-01-02 13:00:00_B_13,14.655641,5
2023-01-02 14:00:00_B_13,15.327978,5
2023-01-02 15:00:00_B_13,15.703783,5
2023-01-02 16:00:00_B_13,15.979067,5
2023-01-02 17:00:00_B_13,16.183014,5
2023-01-02 18:00:00_B_13,16.465061,5
2023-01-02 19:00:00_B_13,16.720755,5
2023-01-02 20:00:00_B_13,16.922928,5
2023-01-02 21:00:00_B_13,17.148788,5
2023-01-02 22:00:00_B_13,17.313759,5
2023-01-02 23:00:00_B_13,17.402515,5
2023-01-03 00:00:00_B_13,12.361854,5
2023-01-03 01:00:00_B_13,12.532443,5
2023-01-03 02:00:00_B_13,12.752222,5
2023-01-03 03:00:00_B_13,12.979533,5
2023-01-03 04:00:00_B_13,13.113743,5
2023-01-03 05:00:00_B_13,13.223029,5
2023-01-03 06:00:00_B_13,13.307249,5
2023-01-03 07:00:00_B_13,13.374267,5
2023-01-03 08:00:00_B_13,13.456986,5
2023-01-03 09:00:00_B_13,13.587045,5
2023-01-03 10:00:00_B_13,13.764688,5
2023-01-03 11:00:00_B_13,13.958518,5
2023-01-03 12:00:00_B_13,14.287539,5
2023-01-03 13:00:00_B_13,14.882107,5
2023-01-03 14:00:00_B_13,15.53786,5
2023-01-03 15:00:00_B_13,15.955319,5
2023-01-03 16:00:00_B_13,16.141779,5
2023-01-03 17:00:00_B_13,16.53016,5
2023-01-03 18:00:00_B_13,16.6066,5
2023-01-03 19:00:00_B_13,16.82657,5
2023-01-03 20:00:00_B_13,17.082773,5
2023-01-03 21:00:00_B_13,17.334614,5
2023-01-03 22:00:00_B_13,17.535328,5
2023-01-03 23:00:00_B_13,17.645754,5
2023-01-04 00:00:00_B_13,12.540721,5
2023-01-04 01:00:00_B_13,12.658728,5
2023-01-04 02:00:00_B_13,12.840781,5
2023-01-04 03:00:00_B_13,13.044113,5
2023-01-04 04:00:00_B_13,13.184158,5
2023-01-04 05:00:00_B_13,13.291955,5
2023-01-04 06:00:00_B_13,13.424747,5
2023-01-04 07:00:00_B_13,13.663373,5
2023-01-04 08:00:00_B_13,13.630958,5
2023-01-04 09:00:00_B_13,13.733522,5
2023-01-04 10:00:00_B_13,13.83706,5
2023-01-04 11:00:00_B_13,13.993065,5
2023-01-04 12:00:00_B_13,14.424084,5
2023-01-04 13:00:00_B_13,15.914765,5
2023-01-04 14:00:00_B_13,15.917672,5
2023-01-04 15:00:00_B_13,16.400042,5
2023-01-04 16:00:00_B_13,16.564808,5
2023-01-04 17:00:00_B_13,16.864498,5
2023-01-04 18:00:00_B_13,16.876091,5
2023-01-04 19:00:00_B_13,17.039263,5
2023-01-04 21:00:00_B_13,17.755737,5
2023-01-04 23:00:00_B_13,18.296038,5
2023-01-05 00:00:00_B_13,12.611974,5
2023-01-05 02:00:00_B_13,13.04157,5
2023-01-05 03:00:00_B_13,13.133537,5
2023-01-05 04:00:00_B_13,13.253158,5
2023-01-05 05:00:00_B_13,13.42102,5
2023-01-05 06:00:00_B_13,13.548264,5
2023-01-05 07:00:00_B_13,13.651847,5
2023-01-05 08:00:00_B_13,13.740428,5
2023-01-05 09:00:00_B_13,13.861743,5
2023-01-05 10:00:00_B_13,13.967999,5
2023-01-05 11:00:00_B_13,14.153517,5
2023-01-05 12:00:00_B_13,14.560224,5
2023-01-05 13:00:00_B_13,15.314121,5
2023-01-05 16:00:00_B_13,16.419838,5
2023-01-05 17:00:00_B_13,16.741661,5
2023-01-05 18:00:00_B_13,16.926588,5
2023-01-05 19:00:00_B_13,17.102602,5
2023-01-05 22:00:00_B_13,17.786736,5
2023-01-05 23:00:00_B_13,18.001322,5
2023-01-06 00:00:00_B_13,12.857825,5
2023-01-06 01:00:00_B_13,13.005417,5
2023-01-06 02:00:00_B_13,13.098697,5
2023-01-06 03:00:00_B_13,13.189202,5
2023-01-06 04:00:00_B_13,13.378884,5
2023-01-06 05:00:00_B_13,13.546787,5
2023-01-06 06:00:00_B_13,13.648313,5
2023-01-06 08:00:00_B_13,13.792304,5
2023-01-06 09:00:00_B_13,13.905637,5
2023-01-06 10:00:00_B_13,14.09097,5
2023-01-06 11:00:00_B_13,14.383374,5
2023-01-06 12:00:00_B_13,14.890388,5
2023-01-06 13:00:00_B_13,15.556786,5
2023-01-06 14:00:00_B_13,16.052713,5
2023-01-06 16:00:00_B_13,16.641174,5
2023-01-06 17:00:00_B_13,16.925627,5
2023-01-06 18:00:00_B_13,17.027481,5
2023-01-06 19:00:00_B_13,17.17333,5
2023-01-06 20:00:00_B_13,17.344429,5
2023-01-06 21:00:00_B_13,18.117426,5
2023-01-06 22:00:00_B_13,18.33522,5
2023-01-06 23:00:00_B_13,18.796926,5
2023-01-07 02:00:00_B_13,13.147319,5
2023-01-07 05:00:00_B_13,13.642869,5
2023-01-07 09:00:00_B_13,14.126075,5
2023-01-07 12:00:00_B_13,15.268787,5
2023-01-07 14:00:00_B_13,16.346148,5
2023-01-07 15:00:00_B_13,16.54784,5
2023-01-07 19:00:00_B_13,17.135834,5
2023-01-07 23:00:00_B_13,18.010584,5
2023-01-01 07:00:00_B_14,16.404104,1
2023-01-01 11:00:00_B_14,16.881521,1
2023-01-01 17:00:00_B_14,17.284374,1
2023-01-01 22:00:00_B_14,17.289816,1
2023-01-02 03:00:00_B_14,16.106956,1
2023-01-02 07:00:00_B_14,16.458559,1
2023-01-03 01:00:00_B_14,16.192032,1
2023-01-03 07:00:00_B_14,16.435923,1
2023-01-03 09:00:00_B_14,16.784475,1
2023-01-03 11:00:00_B_14,16.96339,1
2023-01-03 15:00:00_B_14,16.98683,1
2023-01-03 18:00:00_B_14,17.500317,1
2023-01-03 23:00:00_B_14,19.032467,1
2023-01-04 10:00:00_B_14,16.90748,1
2023-01-04 11:00:00_B_14,16.992908,1
2023-01-04 16:00:00_B_14,17.94522,1
2023-01-04 17:00:00_B_14,17.764826,1
2023-01-04 18:00:00_B_14,17.083248,1
2023-01-04 19:00:00_B_14,17.055965,1
2023-01-04 21:00:00_B_14,17.162577,1
2023-01-05 03:00:00_B_14,16.255774,1
2023-01-05 05:00:00_B_14,16.345066,1
2023-01-05 06:00:00_B_14,16.446224,1
2023-01-05 12:00:00_B_14,17.107979,1
2023-01-05 16:00:00_B_14,17.073168,1
2023-01-05 17:00:00_B_14,17.45232,1
2023-01-05 22:00:00_B_14,17.950703,1
2023-01-06 06:00:00_B_14,16.518246,1
2023-01-06 23:00:00_B_14,17.387304,1
2023-01-07 02:00:00_B_14,16.31673,1
2023-01-07 12:00:00_B_14,17.130426,1
2023-01-07 15:00:00_B_14,17.250189,1
2023-01-01 04:00:00_B_15,16.626947,1
2023-01-01 05:00:00_B_15,16.634981,1
2023-01-01 09:00:00_B_15,16.688671,1
2023-01-01 11:00:00_B_15,16.717041,1
2023-01-01 17:00:00_B_15,16.715908,1
2023-01-01 21:00:00_B_15,16.724483,1
2023-01-01 23:00:00_B_15,16.737154,1
2023-01-02 00:00:00_B_15,16.585756,1
2023-01-02 01:00:00_B_15,16.602297,1
2023-01-02 02:00:00_B_15,16.609003,1
2023-01-02 09:00:00_B_15,16.675549,1
2023-01-02 10:00:00_B_15,16.696062,1
2023-01-02 11:00:00_B_15,16.711819,1
2023-01-02 12:00:00_B_15,16.723576,1
2023-01-02 16:00:00_B_15,16.72615,1
2023-01-02 19:00:00_B_15,16.72624,1
2023-01-02 20:00:00_B_15,16.730183,1
2023-01-02 21:00:00_B_15,16.73028,1
2023-01-03 01:00:00_B_15,16.605675,1
2023-01-03 11:00:00_B_15,16.71249,1
2023-01-03 13:00:00_B_15,16.74023,1
2023-01-04 09:00:00_B_15,16.671003,1
2023-01-04 16:00:00_B_15,16.745382,1
2023-01-04 21:00:00_B_15,16.73447,1
2023-01-05 05:00:00_B_15,16.630548,1
2023-01-05 06:00:00_B_15,16.641417,1
2023-01-06 02:00:00_B_15,16.615116,1
2023-01-06 08:00:00_B_15,16.660416,1
2023-01-06 11:00:00_B_15,16.68112,1
2023-01-06 20:00:00_B_15,16.74431,1
2023-01-07 02:00:00_B_15,16.619946,1
2023-01-07 12:00:00_B_15,16.69468,1
2023-01-01 03:00:00_B_16,31.964167,1
2023-01-01 11:00:00_B_16,33.525467,1
2023-01-01 13:00:00_B_16,33.70532,1
2023-01-01 15:00:00_B_16,33.583733,1
2023-01-02 00:00:00_B_16,31.723713,1
2023-01-02 02:00:00_B_16,31.791447,1
2023-01-02 17:00:00_B_16,33.170055,1
2023-01-02 20:00:00_B_16,32.825577,1
2023-01-03 09:00:00_B_16,32.485275,1
2023-01-03 16:00:00_B_16,33.41178,1
2023-01-03 22:00:00_B_16,32.848515,1
2023-01-04 03:00:00_B_16,32.070217,1
2023-01-04 14:00:00_B_16,33.55635,1
2023-01-04 23:00:00_B_16,32.878902,1
2023-01-05 02:00:00_B_16,31.950895,1
2023-01-05 04:00:00_B_16,31.998997,1
2023-01-05 17:00:00_B_16,33.09821,1
2023-01-06 03:00:00_B_16,31.96448,1
2023-01-06 09:00:00_B_16,32.023018,1
2023-01-07 09:00:00_B_16,31.957798,1
2023-01-01 02:00:00_B_17,37.874428,1
2023-01-01 03:00:00_B_17,35.37009,1
2023-01-01 05:00:00_B_17,34.00844,1
2023-01-01 08:00:00_B_17,37.658756,1
2023-01-01 11:00:00_B_17,42.033913,1
2023-01-01 15:00:00_B_17,40.96149,1
2023-01-01 19:00:00_B_17,52.784195,1
2023-01-02 03:00:00_B_17,35.098846,1
2023-01-02 08:00:00_B_17,39.32032,1
