Time,Energy,w
2023-01-02 04:00:00_B_3,22.20374,1
2023-01-02 09:00:00_B_3,40.57274,1
2023-01-02 11:00:00_B_3,35.5071,1
2023-01-02 15:00:00_B_3,38.62771,1
2023-01-02 16:00:00_B_3,39.134903,1
2023-01-02 22:00:00_B_3,41.733025,1
2023-01-03 04:00:00_B_3,23.539547,1
2023-01-03 05:00:00_B_3,22.386593,1
2023-01-03 08:00:00_B_3,28.893326,1
2023-01-03 20:00:00_B_3,41.989117,1
2023-01-03 22:00:00_B_3,42.711216,1
2023-01-04 00:00:00_B_3,36.099094,1
2023-01-04 03:00:00_B_3,23.133318,1
2023-01-04 05:00:00_B_3,22.416475,1
2023-01-04 09:00:00_B_3,28.464733,1
2023-01-04 13:00:00_B_3,38.8302,1
2023-01-04 17:00:00_B_3,40.468655,1
2023-01-04 20:00:00_B_3,40.897408,1
2023-01-05 02:00:00_B_3,26.207554,1
2023-01-05 06:00:00_B_3,22.337774,1
2023-01-05 16:00:00_B_3,37.885067,1
2023-01-05 23:00:00_B_3,42.230385,1
2023-01-06 10:00:00_B_3,37.38771,1
2023-01-06 16:00:00_B_3,38.0855,1
2023-01-06 18:00:00_B_3,41.927094,1
2023-01-01 04:00:00_B_4,17.326897,1
2023-01-01 15:00:00_B_4,23.121326,1
2023-01-01 19:00:00_B_4,24.405632,1
2023-01-02 03:00:00_B_4,17.324873,1
2023-01-02 05:00:00_B_4,17.504253,1
2023-01-02 08:00:00_B_4,22.58404,1
2023-01-02 09:00:00_B_4,22.884302,1
2023-01-02 11:00:00_B_4,22.557915,1
2023-01-02 13:00:00_B_4,22.622303,1
2023-01-02 19:00:00_B_4,24.354813,1
2023-01-03 04:00:00_B_4,17.356709,1
2023-01-03 05:00:00_B_4,17.653048,1
2023-01-03 08:00:00_B_4,21.80858,1
2023-01-03 21:00:00_B_4,24.210339,1
2023-01-04 08:00:00_B_4,20.905499,1
2023-01-04 09:00:00_B_4,21.851986,1
2023-01-05 20:00:00_B_4,24.353283,1
2023-01-05 21:00:00_B_4,24.164385,1
2023-01-06 03:00:00_B_4,17.446127,1
2023-01-06 04:00:00_B_4,17.478325,1
2023-01-06 17:00:00_B_4,23.631075,1
2023-01-06 18:00:00_B_4,24.036592,1
2023-01-06 19:00:00_B_4,24.415884,1
2023-01-07 06:00:00_B_4,18.442942,1
2023-01-02 09:00:00_B_5,21.545052,1
2023-01-02 13:00:00_B_5,21.601284,1
2023-01-02 17:00:00_B_5,21.624226,1
2023-01-02 21:00:00_B_5,21.694601,1
2023-01-03 13:00:00_B_5,21.603441,1
2023-01-03 15:00:00_B_5,21.615742,1
2023-01-03 21:00:00_B_5,21.683079,1
2023-01-03 22:00:00_B_5,21.702318,1
2023-01-04 01:00:00_B_5,21.264187,1
2023-01-04 10:00:00_B_5,21.548222,1
2023-01-04 14:00:00_B_5,21.6152,1
2023-01-04 20:00:00_B_5,21.678986,1
2023-01-05 00:00:00_B_5,21.210554,1
2023-01-05 02:00:00_B_5,21.29374,1
2023-01-05 11:00:00_B_5,21.56091,1
2023-01-05 20:00:00_B_5,21.661291,1
2023-01-05 21:00:00_B_5,21.671677,1
2023-01-06 06:00:00_B_5,21.385742,1
2023-01-06 07:00:00_B_5,21.423107,1
2023-01-06 09:00:00_B_5,21.489687,1
2023-01-06 18:00:00_B_5,21.643494,1
2023-01-06 20:00:00_B_5,21.66093,1
2023-01-07 15:00:00_B_5,21.619583,1
2023-01-01 01:00:00_B_6,22.633657,1
2023-01-01 02:00:00_B_6,22.891632,1
2023-01-01 15:00:00_B_6,26.205091,1
2023-01-02 00:00:00_B_6,24.540178,1
2023-01-02 09:00:00_B_6,28.082796,1
2023-01-02 11:00:00_B_6,25.841896,1
2023-01-03 03:00:00_B_6,22.451244,1
2023-01-03 04:00:00_B_6,22.558315,1
2023-01-03 21:00:00_B_6,28.278887,1
2023-01-04 01:00:00_B_6,22.657196,1
2023-01-04 11:00:00_B_6,25.654547,1
2023-01-04 15:00:00_B_6,26.828379,1
2023-01-05 00:00:00_B_6,25.224499,1
2023-01-05 02:00:00_B_6,24.830181,1
2023-01-05 10:00:00_B_6,26.624376,1
2023-01-05 13:00:00_B_6,26.176842,1
2023-01-05 17:00:00_B_6,26.758152,1
2023-01-05 18:00:00_B_6,28.127539,1
2023-01-05 23:00:00_B_6,28.443876,1
2023-01-06 00:00:00_B_6,22.527895,1
2023-01-06 11:00:00_B_6,26.69588,1
2023-01-07 09:00:00_B_6,27.274975,1
2023-01-01 01:00:00_B_7,47.114933,1
2023-01-01 03:00:00_B_7,47.464657,1
2023-01-01 05:00:00_B_7,47.589275,1
2023-01-01 11:00:00_B_7,48.55978,1
2023-01-01 18:00:00_B_7,48.87895,1
2023-01-01 21:00:00_B_7,49.22807,1
2023-01-02 00:00:00_B_7,46.959373,1
2023-01-02 06:00:00_B_7,47.965347,1
2023-01-02 19:00:00_B_7,49.039753,1
2023-01-03 00:00:00_B_7,47.202877,1
2023-01-03 01:00:00_B_7,47.09847,1
2023-01-03 05:00:00_B_7,47.66595,1
2023-01-03 06:00:00_B_7,47.907696,1
2023-01-03 08:00:00_B_7,48.084835,1
2023-01-03 13:00:00_B_7,48.776608,1
2023-01-03 16:00:00_B_7,48.829426,1
2023-01-03 19:00:00_B_7,49.106174,1
2023-01-04 00:00:00_B_7,47.205513,1
2023-01-04 09:00:00_B_7,48.336926,1
2023-01-04 13:00:00_B_7,48.795654,1
2023-01-04 15:00:00_B_7,48.941093,1
2023-01-04 16:00:00_B_7,49.117027,1
2023-01-04 22:00:00_B_7,49.1057,1
2023-01-04 23:00:00_B_7,49.192516,1
2023-01-05 00:00:00_B_7,47.520466,1
2023-01-05 10:00:00_B_7,48.555676,1
2023-01-05 11:00:00_B_7,48.53445,1
2023-01-05 12:00:00_B_7,48.657734,1
2023-01-05 17:00:00_B_7,48.974068,1
2023-01-05 21:00:00_B_7,48.94492,1
2023-01-05 23:00:00_B_7,49.452183,1
2023-01-06 09:00:00_B_7,48.38603,1
2023-01-06 15:00:00_B_7,48.64289,1
2023-01-01 02:00:00_B_8,30.61723,1
2023-01-01 03:00:00_B_8,30.826157,1
2023-01-01 06:00:00_B_8,31.193748,1
2023-01-01 07:00:00_B_8,31.257671,1
2023-01-01 09:00:00_B_8,31.357632,1
2023-01-01 23:00:00_B_8,31.74823,1
2023-01-02 13:00:00_B_8,31.35416,1
2023-01-02 14:00:00_B_8,31.368544,1
2023-01-02 15:00:00_B_8,31.38916,1
2023-01-03 03:00:00_B_8,30.9763,1
2023-01-03 08:00:00_B_8,31.383299,1
2023-01-03 11:00:00_B_8,31.515104,1
2023-01-03 13:00:00_B_8,31.54198,1
2023-01-04 02:00:00_B_8,31.405546,1
2023-01-04 07:00:00_B_8,31.354813,1
2023-01-04 08:00:00_B_8,31.406046,1
2023-01-04 14:00:00_B_8,31.737026,1
2023-01-04 23:00:00_B_8,32.161312,1
2023-01-05 09:00:00_B_8,31.599667,1
2023-01-05 23:00:00_B_8,31.860844,1
2023-01-06 02:00:00_B_8,31.258162,1
2023-01-06 03:00:00_B_8,31.33817,1
2023-01-06 10:00:00_B_8,31.698788,1
2023-01-06 14:00:00_B_8,31.723862,1
2023-01-06 19:00:00_B_8,31.851397,1
2023-01-06 20:00:00_B_8,31.86267,1
2023-01-06 23:00:00_B_8,32.047325,1
2023-01-07 02:00:00_B_8,31.435373,1
2023-01-07 05:00:00_B_8,31.523832,1
2023-01-01 01:00:00_B_9,16.723856,1
2023-01-01 08:00:00_B_9,16.600883,1
2023-01-01 09:00:00_B_9,16.589064,1
2023-01-01 19:00:00_B_9,16.600243,1
2023-01-01 21:00:00_B_9,16.632738,1
2023-01-01 22:00:00_B_9,16.652678,1
2023-01-02 07:00:00_B_9,16.630121,1
2023-01-02 08:00:00_B_9,16.611776,1
2023-01-02 12:00:00_B_9,16.626701,1
2023-01-03 01:00:00_B_9,16.770937,1
2023-01-03 15:00:00_B_9,16.63735,1
2023-01-03 18:00:00_B_9,16.648874,1
2023-01-03 21:00:00_B_9,16.687618,1
2023-01-03 23:00:00_B_9,16.717144,1
2023-01-04 07:00:00_B_9,16.645622,1
2023-01-04 08:00:00_B_9,16.636541,1
2023-01-04 09:00:00_B_9,16.636477,1
2023-01-04 11:00:00_B_9,16.647232,1
2023-01-04 15:00:00_B_9,16.664602,1
2023-01-05 07:00:00_B_9,16.656399,1
2023-01-05 10:00:00_B_9,16.643612,1
2023-01-05 12:00:00_B_9,16.676476,1
2023-01-05 18:00:00_B_9,16.714952,1
2023-01-06 05:00:00_B_9,8.463627,1
2023-01-06 12:00:00_B_9,16.698816,1
2023-01-06 13:00:00_B_9,16.70839,1
2023-01-01 03:00:00_B_10,30.905607,1
2023-01-01 08:00:00_B_10,31.467655,1
2023-01-01 13:00:00_B_10,32.134438,1
2023-01-01 20:00:00_B_10,31.940285,1
2023-01-01 21:00:00_B_10,31.934805,1
2023-01-03 07:00:00_B_10,31.762419,1
2023-01-03 14:00:00_B_10,32.431942,1
2023-01-03 20:00:00_B_10,32.203796,1
2023-01-03 22:00:00_B_10,32.119022,1
2023-01-03 23:00:00_B_10,32.075714,1
2023-01-04 06:00:00_B_10,31.73987,1
2023-01-04 11:00:00_B_10,32.50703,1
2023-01-04 15:00:00_B_10,32.40585,1
2023-01-04 16:00:00_B_10,32.43314,1
2023-01-04 17:00:00_B_10,32.321793,1
2023-01-04 21:00:00_B_10,32.24783,1
2023-01-05 02:00:00_B_10,31.305548,1
2023-01-05 05:00:00_B_10,31.698765,1
2023-01-05 06:00:00_B_10,31.828547,1
2023-01-05 09:00:00_B_10,32.2737,1
2023-01-05 19:00:00_B_10,32.17604,1
2023-01-05 22:00:00_B_10,32.038525,1
2023-01-05 23:00:00_B_10,31.99653,1
2023-01-06 11:00:00_B_10,32.49218,1
2023-01-06 14:00:00_B_10,32.49257,1
2023-01-06 17:00:00_B_10,32.257236,1
2023-01-07 23:00:00_B_10,31.622616,1
2023-01-01 02:00:00_B_11,8.1009865,1
2023-01-01 04:00:00_B_11,8.109877,1
2023-01-01 08:00:00_B_11,15.579,1
2023-01-01 09:00:00_B_11,15.754257,1
2023-01-01 11:00:00_B_11,15.926096,1
2023-01-01 15:00:00_B_11,16.007582,1
2023-01-01 19:00:00_B_11,16.016182,1
2023-01-01 21:00:00_B_11,16.0076,1
2023-01-02 04:00:00_B_11,8.121622,1
2023-01-02 05:00:00_B_11,8.128557,1
2023-01-02 14:00:00_B_11,16.01212,1
2023-01-02 21:00:00_B_11,16.006289,1
2023-01-02 22:00:00_B_11,16.003338,1
2023-01-03 00:00:00_B_11,11.496656,1
2023-01-03 03:00:00_B_11,8.139023,1
2023-01-03 04:00:00_B_11,8.132233,1
2023-01-03 09:00:00_B_11,15.891146,1
2023-01-03 12:00:00_B_11,15.990229,1
2023-01-03 13:00:00_B_11,16.019573,1
2023-01-03 14:00:00_B_11,16.03442,1
2023-01-03 18:00:00_B_11,16.03479,1
2023-01-03 22:00:00_B_11,16.00125,1
2023-01-03 23:00:00_B_11,16.00149,1
2023-01-04 05:00:00_B_11,8.169897,1
2023-01-04 07:00:00_B_11,15.687897,1
2023-01-04 16:00:00_B_11,16.054482,1
2023-01-04 19:00:00_B_11,16.018671,1
2023-01-05 16:00:00_B_11,16.055285,1
2023-01-05 17:00:00_B_11,16.04581,1
2023-01-06 14:00:00_B_11,16.059862,1
2023-01-06 21:00:00_B_11,15.991655,1
2023-01-07 19:00:00_B_11,16.004404,1
2023-01-01 05:00:00_B_12,8.279255,1
2023-01-01 06:00:00_B_12,8.286781,1
2023-01-01 22:00:00_B_12,15.942482,1
2023-01-02 05:00:00_B_12,8.281979,1
2023-01-02 06:00:00_B_12,8.290117,1
2023-01-03 04:00:00_B_12,8.27314,1
2023-01-03 06:00:00_B_12,8.296221,1
2023-01-03 07:00:00_B_12,15.870428,1
2023-01-03 14:00:00_B_12,15.96734,1
2023-01-03 17:00:00_B_12,15.949522,1
2023-01-03 20:00:00_B_12,15.945808,1
2023-01-04 01:00:00_B_12,14.064211,1
2023-01-04 12:00:00_B_12,15.975895,1
2023-01-04 21:00:00_B_12,15.9501095,1
2023-01-05 06:00:00_B_12,8.327946,1
2023-01-05 09:00:00_B_12,15.968342,1
2023-01-05 12:00:00_B_12,15.982113,1
2023-01-06 01:00:00_B_12,14.764139,1
2023-01-06 02:00:00_B_12,8.271519,1
2023-01-06 06:00:00_B_12,8.35918,1
2023-01-06 11:00:00_B_12,15.988342,1
2023-01-06 16:00:00_B_12,15.976236,1
2023-01-06 19:00:00_B_12,15.962086,1
2023-01-06 22:00:00_B_12,15.963852,1
2023-01-07 02:00:00_B_12,8.300962,1
2023-01-07 23:00:00_B_12,15.972025,1
2023-01-01 01:00:00_B_13,11.164991,5
2023-01-01 02:00:00_B_13,11.308708,5
2023-01-01 03:00:00_B_13,11.460499,5
2023-01-01 04:00:00_B_13,11.595678,5
2023-01-01 05:00:00_B_13,11.716337,5
2023-01-01 06:00:00_B_13,11.852852,5
2023-01-01 07:00:00_B_13,12.011923,5
2023-01-01 08:00:00_B_13,12.156103,5
2023-01-01 09:00:00_B_13,12.322929,5
2023-01-01 10:00:00_B_13,12.478453,5
2023-01-01 11:00:00_B_13,12.663935,5
2023-01-01 12:00:00_B_13,13.049967,5
2023-01-01 13:00:00_B_13,13.332487,5
2023-01-01 14:00:00_B_13,13.614342,5
2023-01-01 15:00:00_B_13,13.803591,5
2023-01-01 16:00:00_B_13,14.47291,5
2023-01-01 17:00:00_B_13,15.243044,5
2023-01-01 18:00:00_B_13,15.885326,5
2023-01-01 19:00:00_B_13,16.373299,5
2023-01-01 20:00:00_B_13,16.487154,5
2023-01-01 21:00:00_B_13,16.679867,5
2023-01-01 22:00:00_B_13,16.68985,5
2023-01-01 23:00:00_B_13,16.781822,5
2023-01-02 00:00:00_B_13,11.142504,5
2023-01-02 01:00:00_B_13,11.281839,5
2023-01-02 02:00:00_B_13,11.427738,5
2023-01-02 03:00:00_B_13,11.559032,5
2023-01-02 04:00:00_B_13,11.671532,5
2023-01-02 05:00:00_B_13,11.793644,5
2023-01-02 06:00:00_B_13,11.932844,5
2023-01-02 07:00:00_B_13,12.064533,5
2023-01-02 08:00:00_B_13,12.212097,5
2023-01-02 09:00:00_B_13,12.392506,5
2023-01-02 10:00:00_B_13,12.512304,5
2023-01-02 11:00:00_B_13,12.839191,5
2023-01-02 12:00:00_B_13,13.231819,5
2023-01-02 13:00:00_B_13,13.481785,5
2023-01-02 14:00:00_B_13,13.717253,5
2023-01-02 15:00:00_B_13,14.195824,5
2023-01-02 16:00:00_B_13,15.065058,5
2023-01-02 17:00:00_B_13,15.677307,5
2023-01-02 18:00:00_B_13,16.190386,5
2023-01-02 19:00:00_B_13,16.437534,5
2023-01-02 20:00:00_B_13,16.523273,5
2023-01-02 21:00:00_B_13,16.63222,5
2023-01-02 22:00:00_B_13,16.789696,5
2023-01-02 23:00:00_B_13,16.842045,5
2023-01-03 00:00:00_B_13,11.25819,5
2023-01-03 01:00:00_B_13,11.401344,5
2023-01-03 02:00:00_B_13,11.531366,5
2023-01-03 03:00:00_B_13,11.6383915,5
2023-01-03 04:00:00_B_13,11.748598,5
2023-01-03 05:00:00_B_13,11.873917,5
2023-01-03 06:00:00_B_13,11.992607,5
2023-01-03 07:00:00_B_13,12.117161,5
2023-01-03 08:00:00_B_13,12.275276,5
2023-01-03 09:00:00_B_13,12.446785,5
2023-01-03 10:00:00_B_13,12.581713,5
2023-01-03 11:00:00_B_13,13.159866,5
2023-01-03 12:00:00_B_13,13.459848,5
2023-01-03 13:00:00_B_13,13.706718,5
2023-01-03 14:00:00_B_13,14.145746,5
2023-01-03 15:00:00_B_13,15.265749,5
2023-01-03 16:00:00_B_13,15.679623,5
2023-01-03 17:00:00_B_13,16.313023,5
2023-01-03 18:00:00_B_13,16.290096,5
2023-01-03 19:00:00_B_13,16.446724,5
2023-01-03 20:00:00_B_13,16.578281,5
2023-01-03 21:00:00_B_13,16.656816,5
2023-01-03 22:00:00_B_13,16.786724,5
2023-01-03 23:00:00_B_13,16.83878,5
2023-01-04 00:00:00_B_13,11.3856945,5
2023-01-04 01:00:00_B_13,11.575323,5
2023-01-04 02:00:00_B_13,11.654604,5
2023-01-04 03:00:00_B_13,11.778088,5
2023-01-04 04:00:00_B_13,11.858479,5
2023-01-04 05:00:00_B_13,11.953115,5
2023-01-04 06:00:00_B_13,12.067579,5
2023-01-04 07:00:00_B_13,12.307434,5
2023-01-04 08:00:00_B_13,12.363024,5
2023-01-04 09:00:00_B_13,12.488701,5
2023-01-04 10:00:00_B_13,12.817696,5
2023-01-04 11:00:00_B_13,13.316273,5
2023-01-04 12:00:00_B_13,13.650042,5
2023-01-04 13:00:00_B_13,15.342739,5
2023-01-04 14:00:00_B_13,15.30946,5
2023-01-04 15:00:00_B_13,16.186977,5
2023-01-04 16:00:00_B_13,16.253878,5
2023-01-04 17:00:00_B_13,16.47674,5
2023-01-04 18:00:00_B_13,16.445307,5
2023-01-04 19:00:00_B_13,16.528944,5
2023-01-04 21:00:00_B_13,16.893642,5
2023-01-04 23:00:00_B_13,17.150146,5
2023-01-05 00:00:00_B_13,11.569521,5
2023-01-05 02:00:00_B_13,11.680777,5
2023-01-05 03:00:00_B_13,11.820072,5
2023-01-05 04:00:00_B_13,11.876642,5
2023-01-05 05:00:00_B_13,11.9775505,5
2023-01-05 06:00:00_B_13,12.0989895,5
2023-01-05 07:00:00_B_13,12.243296,5
2023-01-05 08:00:00_B_13,12.447123,5
2023-01-05 09:00:00_B_13,12.806797,5
2023-01-05 10:00:00_B_13,13.231743,5
2023-01-05 11:00:00_B_13,13.527195,5
2023-01-05 12:00:00_B_13,13.865765,5
2023-01-05 13:00:00_B_13,14.627432,5
2023-01-05 16:00:00_B_13,16.128036,5
2023-01-05 17:00:00_B_13,16.25883,5
2023-01-05 18:00:00_B_13,16.387001,5
2023-01-05 19:00:00_B_13,16.501638,5
2023-01-05 22:00:00_B_13,16.751215,5
2023-01-05 23:00:00_B_13,16.844822,5
2023-01-06 00:00:00_B_13,11.539478,5
2023-01-06 01:00:00_B_13,11.652714,5
2023-01-06 02:00:00_B_13,11.731981,5
2023-01-06 03:00:00_B_13,11.8210125,5
2023-01-06 04:00:00_B_13,11.917669,5
2023-01-06 05:00:00_B_13,12.0305195,5
2023-01-06 06:00:00_B_13,12.160641,5
2023-01-06 08:00:00_B_13,12.46534,5
2023-01-06 09:00:00_B_13,12.841454,5
2023-01-06 10:00:00_B_13,13.350285,5
2023-01-06 11:00:00_B_13,13.715797,5
2023-01-06 12:00:00_B_13,14.340145,5
2023-01-06 13:00:00_B_13,15.063812,5
2023-01-06 14:00:00_B_13,15.599913,5
2023-01-06 16:00:00_B_13,16.219378,5
2023-01-06 17:00:00_B_13,16.345432,5
2023-01-06 18:00:00_B_13,16.451845,5
2023-01-06 19:00:00_B_13,16.570478,5
2023-01-06 20:00:00_B_13,16.653229,5
2023-01-06 21:00:00_B_13,17.07438,5
2023-01-06 22:00:00_B_13,17.177643,5
2023-01-06 23:00:00_B_13,17.334341,5
2023-01-07 02:00:00_B_13,11.765728,5
2023-01-07 05:00:00_B_13,12.088552,5
2023-01-07 09:00:00_B_13,13.151289,5
2023-01-07 12:00:00_B_13,14.7836075,5
2023-01-07 14:00:00_B_13,16.070864,5
2023-01-07 15:00:00_B_13,16.202,5
2023-01-07 19:00:00_B_13,16.608807,5
2023-01-07 23:00:00_B_13,16.941826,5
2023-01-01 07:00:00_B_14,15.752739,1
2023-01-01 11:00:00_B_14,15.997168,1
2023-01-01 17:00:00_B_14,17.313652,1
2023-01-01 22:00:00_B_14,17.353899,1
2023-01-02 03:00:00_B_14,15.447414,1
2023-01-02 07:00:00_B_14,15.751814,1
2023-01-03 01:00:00_B_14,15.584162,1
2023-01-03 07:00:00_B_14,15.731401,1
2023-01-03 09:00:00_B_14,15.85276,1
2023-01-03 11:00:00_B_14,16.120777,1
2023-01-03 15:00:00_B_14,16.668528,1
2023-01-03 18:00:00_B_14,18.135597,1
2023-01-03 23:00:00_B_14,19.259504,1
2023-01-04 10:00:00_B_14,16.038464,1
2023-01-04 11:00:00_B_14,16.179228,1
2023-01-04 16:00:00_B_14,18.289295,1
2023-01-04 17:00:00_B_14,18.3662,1
2023-01-04 18:00:00_B_14,17.378485,1
2023-01-04 19:00:00_B_14,17.29998,1
2023-01-04 21:00:00_B_14,17.728321,1
2023-01-05 03:00:00_B_14,15.649002,1
2023-01-05 05:00:00_B_14,15.699572,1
2023-01-05 06:00:00_B_14,15.712282,1
2023-01-05 12:00:00_B_14,16.456404,1
2023-01-05 16:00:00_B_14,17.038147,1
2023-01-05 17:00:00_B_14,18.078796,1
2023-01-05 22:00:00_B_14,18.985764,1
2023-01-06 06:00:00_B_14,15.744522,1
2023-01-06 23:00:00_B_14,18.135881,1
2023-01-07 02:00:00_B_14,15.690929,1
2023-01-07 12:00:00_B_14,16.595346,1
2023-01-07 15:00:00_B_14,17.262814,1
2023-01-01 04:00:00_B_15,16.625998,1
2023-01-01 05:00:00_B_15,16.649462,1
2023-01-01 09:00:00_B_15,16.7479,1
2023-01-01 11:00:00_B_15,16.77993,1
2023-01-01 17:00:00_B_15,16.869238,1
2023-01-01 21:00:00_B_15,16.883532,1
2023-01-01 23:00:00_B_15,16.868946,1
2023-01-02 00:00:00_B_15,16.562952,1
2023-01-02 01:00:00_B_15,16.58028,1
2023-01-02 02:00:00_B_15,16.60061,1
2023-01-02 09:00:00_B_15,16.763283,1
2023-01-02 10:00:00_B_15,16.780567,1
2023-01-02 11:00:00_B_15,16.795424,1
2023-01-02 12:00:00_B_15,16.809464,1
2023-01-02 16:00:00_B_15,16.857073,1
2023-01-02 19:00:00_B_15,16.885145,1
2023-01-02 20:00:00_B_15,16.890099,1
2023-01-02 21:00:00_B_15,16.886112,1
2023-01-03 01:00:00_B_15,16.596323,1
2023-01-03 11:00:00_B_15,16.812351,1
2023-01-03 13:00:00_B_15,16.841057,1
2023-01-04 09:00:00_B_15,16.792526,1
2023-01-04 16:00:00_B_15,16.900686,1
2023-01-04 21:00:00_B_15,16.905787,1
2023-01-05 05:00:00_B_15,16.719368,1
2023-01-05 06:00:00_B_15,16.740261,1
2023-01-06 02:00:00_B_15,16.66143,1
2023-01-06 08:00:00_B_15,16.79643,1
2023-01-06 11:00:00_B_15,16.851347,1
2023-01-06 20:00:00_B_15,16.946451,1
2023-01-07 02:00:00_B_15,16.684397,1
2023-01-07 12:00:00_B_15,16.89076,1
2023-01-01 03:00:00_B_16,31.980776,1
2023-01-01 11:00:00_B_16,32.953804,1
2023-01-01 13:00:00_B_16,33.352394,1
2023-01-01 15:00:00_B_16,33.784943,1
2023-01-02 00:00:00_B_16,32.00879,1
2023-01-02 02:00:00_B_16,32.104347,1
2023-01-02 17:00:00_B_16,33.836205,1
2023-01-02 20:00:00_B_16,33.655884,1
2023-01-03 09:00:00_B_16,33.10408,1
2023-01-03 16:00:00_B_16,34.025658,1
2023-01-03 22:00:00_B_16,33.843414,1
2023-01-04 03:00:00_B_16,32.378433,1
2023-01-04 14:00:00_B_16,34.14055,1
2023-01-04 23:00:00_B_16,34.188988,1
2023-01-05 02:00:00_B_16,32.075596,1
2023-01-05 04:00:00_B_16,32.34541,1
2023-01-05 17:00:00_B_16,34.10928,1
2023-01-06 03:00:00_B_16,32.207626,1
2023-01-06 09:00:00_B_16,33.1696,1
2023-01-07 09:00:00_B_16,33.116512,1
2023-01-01 02:00:00_B_17,39.055973,1
2023-01-01 03:00:00_B_17,36.248665,1
2023-01-01 05:00:00_B_17,34.061157,1
2023-01-01 08:00:00_B_17,38.381863,1
2023-01-01 11:00:00_B_17,44.423347,1
2023-01-01 15:00:00_B_17,43.05309,1
2023-01-01 19:00:00_B_17,51.27641,1
2023-01-02 03:00:00_B_17,33.95275,1
2023-01-02 08:00:00_B_17,40.314598,1
